2021-08-21 23:51:04,946 - agents.Base_Agent - INFO - 0 -- CartPole
2021-08-21 23:51:04,946 - agents.Base_Agent - INFO - 1 -- DISCRETE
2021-08-21 23:51:04,946 - agents.Base_Agent - INFO - 2 -- 2
2021-08-21 23:51:04,946 - agents.Base_Agent - INFO - 3 -- None
2021-08-21 23:51:04,946 - agents.Base_Agent - INFO - 4 -- 4
2021-08-21 23:51:04,947 - agents.Base_Agent - INFO - 5 -- {'learning_rate': 0.01, 'batch_size': 256, 'buffer_size': 40000, 'epsilon': 1.0, 'epsilon_decay_rate_denominator': 1, 'discount_rate': 0.99, 'tau': 0.01, 'alpha_prioritised_replay': 0.6, 'beta_prioritised_replay': 0.1, 'incremental_td_error': 1e-08, 'update_every_n_steps': 1, 'linear_hidden_units': [30, 15], 'final_layer_activation': 'None', 'batch_norm': False, 'gradient_clipping_norm': 0.7, 'learning_iterations': 1, 'clip_rewards': False}
2021-08-21 23:51:04,947 - agents.Base_Agent - INFO - 6 -- 195.0
2021-08-21 23:51:04,947 - agents.Base_Agent - INFO - 7 -- 100
2021-08-21 23:51:04,947 - agents.Base_Agent - INFO - 8 -- cpu
2021-08-21 23:51:04,956 - agents.Base_Agent - INFO - Reseting game -- New start state [ 0.03073904  0.00145001 -0.03088818 -0.03131252]
2021-08-21 23:51:10,939 - agents.Base_Agent - INFO - Q values tensor([[17320.0879, 15813.1982]]) -- Action chosen 1
2021-08-21 23:51:10,955 - agents.Base_Agent - INFO - Q values tensor([[16787.0781, 15326.5176]]) -- Action chosen 0
2021-08-21 23:51:10,972 - agents.Base_Agent - INFO - Q values tensor([[17486.1211, 15964.7197]]) -- Action chosen 0
2021-08-21 23:51:11,005 - agents.Base_Agent - INFO - Q values tensor([[18175.4180, 16594.0234]]) -- Action chosen 1
2021-08-21 23:51:11,038 - agents.Base_Agent - INFO - Q values tensor([[17597.4277, 16066.3164]]) -- Action chosen 1
2021-08-21 23:51:11,071 - agents.Base_Agent - INFO - Q values tensor([[16997.6914, 15519.1377]]) -- Action chosen 1
2021-08-21 23:51:11,105 - agents.Base_Agent - INFO - Q values tensor([[15704.0801, 14338.3164]]) -- Action chosen 0
2021-08-21 23:51:11,138 - agents.Base_Agent - INFO - Q values tensor([[16121.3906, 14719.1367]]) -- Action chosen 0
2021-08-21 23:51:11,157 - agents.Base_Agent - INFO - Reseting game -- New start state [ 0.03073904  0.00145001 -0.03088818 -0.03131252]
2021-08-21 23:51:11,172 - agents.Base_Agent - INFO - Q values tensor([[158896.5938, 164124.3281]]) -- Action chosen 0
2021-08-21 23:51:11,206 - agents.Base_Agent - INFO - Q values tensor([[174060.9219, 184797.6875]]) -- Action chosen 0
2021-08-21 23:51:11,239 - agents.Base_Agent - INFO - Q values tensor([[202404.5312, 219567.7188]]) -- Action chosen 0
2021-08-21 23:51:11,256 - agents.Base_Agent - INFO - Q values tensor([[178844.5156, 199433.8594]]) -- Action chosen 1
2021-08-21 23:51:11,273 - agents.Base_Agent - INFO - Q values tensor([[245967.8438, 266242.8438]]) -- Action chosen 1
2021-08-21 23:51:11,306 - agents.Base_Agent - INFO - Q values tensor([[238044.4531, 253389.2656]]) -- Action chosen 1
2021-08-21 23:51:11,339 - agents.Base_Agent - INFO - Q values tensor([[220566.2031, 230308.9844]]) -- Action chosen 0
2021-08-21 23:51:11,372 - agents.Base_Agent - INFO - Q values tensor([[254271.7344, 270773.1875]]) -- Action chosen 1
2021-08-21 23:51:11,406 - agents.Base_Agent - INFO - Q values tensor([[238954.9219, 249996.3906]]) -- Action chosen 1
2021-08-21 23:51:11,439 - agents.Base_Agent - INFO - Q values tensor([[211898.0781, 216660.1406]]) -- Action chosen 0
2021-08-21 23:51:11,472 - agents.Base_Agent - INFO - Q values tensor([[233658.2500, 244342.4688]]) -- Action chosen 0
2021-08-21 23:51:11,488 - agents.Base_Agent - INFO - Q values tensor([[267125.8438, 284546.3750]]) -- Action chosen 0
2021-08-21 23:51:11,505 - agents.Base_Agent - INFO - Q values tensor([[304645.4688, 329256.5312]]) -- Action chosen 1
2021-08-21 23:51:11,523 - agents.Base_Agent - INFO - Q values tensor([[316051.2500, 336863.9062]]) -- Action chosen 1
2021-08-21 23:51:11,540 - agents.Base_Agent - INFO - Q values tensor([[308521.4688, 324386.5625]]) -- Action chosen 0
2021-08-21 23:51:11,572 - agents.Base_Agent - INFO - Q values tensor([[352587.2812, 375891.4062]]) -- Action chosen 1
2021-08-21 23:51:11,606 - agents.Base_Agent - INFO - Q values tensor([[348742.5625, 367340.0625]]) -- Action chosen 1
2021-08-21 23:51:11,639 - agents.Base_Agent - INFO - Q values tensor([[334055.9062, 347185.8125]]) -- Action chosen 1
2021-08-21 23:51:11,672 - agents.Base_Agent - INFO - Q values tensor([[306065.1875, 312801.1875]]) -- Action chosen 0
2021-08-21 23:51:11,706 - agents.Base_Agent - INFO - Q values tensor([[324933.7188, 337344.0625]]) -- Action chosen 1
2021-08-21 23:51:11,738 - agents.Base_Agent - INFO - Q values tensor([[290921.9688, 296528.8125]]) -- Action chosen 1
2021-08-21 23:51:11,756 - agents.Base_Agent - INFO - Q values tensor([[240827.7188, 238520.3750]]) -- Action chosen 1
2021-08-21 23:51:11,773 - agents.Base_Agent - INFO - Q values tensor([[165916.9531, 154079.6406]]) -- Action chosen 1
2021-08-21 23:51:11,789 - agents.Base_Agent - INFO - Q values tensor([[86466.4688, 70553.3281]]) -- Action chosen 0
2021-08-21 23:51:11,806 - agents.Base_Agent - INFO - Q values tensor([[59412.6328, 46553.8242]]) -- Action chosen 1
2021-08-21 23:51:11,839 - agents.Base_Agent - INFO - Q values tensor([[32190.8066, 21218.8262]]) -- Action chosen 0
2021-08-21 23:51:11,872 - agents.Base_Agent - INFO - Q values tensor([[10464.9111,  2763.2925]]) -- Action chosen 0
2021-08-21 23:51:11,906 - agents.Base_Agent - INFO - Q values tensor([[ -3767.8445, -10437.9072]]) -- Action chosen 1
2021-08-21 23:51:11,939 - agents.Base_Agent - INFO - Q values tensor([[-15021.0889, -24010.8008]]) -- Action chosen 0
2021-08-21 23:51:11,972 - agents.Base_Agent - INFO - Q values tensor([[-13373.8320, -22127.0000]]) -- Action chosen 1
2021-08-21 23:51:12,005 - agents.Base_Agent - INFO - Q values tensor([[-14956.1885, -25370.1992]]) -- Action chosen 0
2021-08-21 23:51:12,039 - agents.Base_Agent - INFO - Q values tensor([[-11382.1201, -21464.6953]]) -- Action chosen 1
2021-08-21 23:51:12,072 - agents.Base_Agent - INFO - Q values tensor([[-12733.4463, -24596.9648]]) -- Action chosen 1
2021-08-21 23:51:12,089 - agents.Base_Agent - INFO - Q values tensor([[-13797.6348, -27550.8926]]) -- Action chosen 0
2021-08-21 23:51:12,106 - agents.Base_Agent - INFO - Q values tensor([[ -9797.7852, -23541.5684]]) -- Action chosen 1
2021-08-21 23:51:12,138 - agents.Base_Agent - INFO - Q values tensor([[-10599.9375, -26371.0762]]) -- Action chosen 1
2021-08-21 23:51:12,172 - agents.Base_Agent - INFO - Q values tensor([[-11183.3867, -29105.1602]]) -- Action chosen 0
2021-08-21 23:51:12,205 - agents.Base_Agent - INFO - Q values tensor([[ -6473.3066, -24811.4062]]) -- Action chosen 1
2021-08-21 23:51:12,238 - agents.Base_Agent - INFO - Q values tensor([[ -6732.4707, -27376.8477]]) -- Action chosen 1
2021-08-21 23:51:12,272 - agents.Base_Agent - INFO - Q values tensor([[ -6748.7090, -29824.5078]]) -- Action chosen 1
2021-08-21 23:51:12,305 - agents.Base_Agent - INFO - Q values tensor([[ -6510.3652, -32142.5703]]) -- Action chosen 0
2021-08-21 23:51:12,322 - agents.Base_Agent - INFO - Reseting game -- New start state [ 0.03073904  0.00145001 -0.03088818 -0.03131252]
2021-08-21 23:51:12,339 - agents.Base_Agent - INFO - Q values tensor([[158896.5938, 164124.3281]]) -- Action chosen 1
2021-08-21 23:51:12,371 - agents.Base_Agent - INFO - Q values tensor([[111289.1484, 108856.5547]]) -- Action chosen 0
2021-08-21 23:51:12,389 - agents.Base_Agent - INFO - Q values tensor([[111389.7500, 113395.9609]]) -- Action chosen 1
2021-08-21 23:51:12,406 - agents.Base_Agent - INFO - Q values tensor([[60529.5625, 54972.0547]]) -- Action chosen 0
2021-08-21 23:51:12,440 - agents.Base_Agent - INFO - Q values tensor([[54593.8047, 52669.5781]]) -- Action chosen 1
2021-08-21 23:51:12,472 - agents.Base_Agent - INFO - Q values tensor([[30616.8379, 25978.7402]]) -- Action chosen 1
2021-08-21 23:51:12,506 - agents.Base_Agent - INFO - Q values tensor([[17254.0371, 12061.9521]]) -- Action chosen 1
2021-08-21 23:51:12,539 - agents.Base_Agent - INFO - Q values tensor([[6932.0879,  375.3108]]) -- Action chosen 1
2021-08-21 23:51:12,572 - agents.Base_Agent - INFO - Q values tensor([[ -6951.9492, -14816.2529]]) -- Action chosen 1
2021-08-21 23:51:12,606 - agents.Base_Agent - INFO - Q values tensor([[-18025.3223, -28285.1680]]) -- Action chosen 1
2021-08-21 23:51:12,624 - agents.Base_Agent - INFO - Q values tensor([[-20346.1582, -32404.7773]]) -- Action chosen 0
2021-08-21 23:51:12,656 - agents.Base_Agent - INFO - Q values tensor([[-16869.9219, -28590.9961]]) -- Action chosen 0
2021-08-21 23:51:12,690 - agents.Base_Agent - INFO - Q values tensor([[-13317.3135, -24747.3945]]) -- Action chosen 1
2021-08-21 23:51:12,723 - agents.Base_Agent - INFO - Q values tensor([[-14464.2031, -27731.6914]]) -- Action chosen 1
2021-08-21 23:51:12,755 - agents.Base_Agent - INFO - Q values tensor([[-15406.9844, -30634.0586]]) -- Action chosen 0
2021-08-21 23:51:12,789 - agents.Base_Agent - INFO - Q values tensor([[-11263.5137, -26565.2344]]) -- Action chosen 0
2021-08-21 23:51:12,823 - agents.Base_Agent - INFO - Q values tensor([[ -6978.4609, -22436.3242]]) -- Action chosen 0
2021-08-21 23:51:12,855 - agents.Base_Agent - INFO - Q values tensor([[ -2550.9646, -18243.1426]]) -- Action chosen 1
2021-08-21 23:51:12,872 - agents.Base_Agent - INFO - Q values tensor([[ -3068.5564, -20909.9961]]) -- Action chosen 1
2021-08-21 23:51:12,888 - agents.Base_Agent - INFO - Q values tensor([[ -3368.2048, -23474.6836]]) -- Action chosen 0
2021-08-21 23:51:12,905 - agents.Base_Agent - INFO - Q values tensor([[  1598.5490, -19004.6875]]) -- Action chosen 0
2021-08-21 23:51:12,922 - agents.Base_Agent - INFO - Q values tensor([[  6785.4238, -14430.7354]]) -- Action chosen 0
2021-08-21 23:51:12,934 - agents.Base_Agent - INFO - Reseting game -- New start state [ 0.03073904  0.00145001 -0.03088818 -0.03131252]
2021-08-21 23:51:12,939 - agents.Base_Agent - INFO - Q values tensor([[158896.5938, 164124.3281]]) -- Action chosen 0
2021-08-21 23:51:12,956 - agents.Base_Agent - INFO - Q values tensor([[174060.9219, 184797.6875]]) -- Action chosen 0
2021-08-21 23:51:12,989 - agents.Base_Agent - INFO - Q values tensor([[202404.5312, 219567.7188]]) -- Action chosen 1
2021-08-21 23:51:13,022 - agents.Base_Agent - INFO - Q values tensor([[183622.8906, 195125.6719]]) -- Action chosen 1
2021-08-21 23:51:13,056 - agents.Base_Agent - INFO - Q values tensor([[154618.7188, 159746.8906]]) -- Action chosen 1
2021-08-21 23:51:13,089 - agents.Base_Agent - INFO - Q values tensor([[113039.2422, 110920.3672]]) -- Action chosen 1
2021-08-21 23:51:13,122 - agents.Base_Agent - INFO - Q values tensor([[62354.5938, 54154.7812]]) -- Action chosen 1
2021-08-21 23:51:13,155 - agents.Base_Agent - INFO - Q values tensor([[38879.2812, 29708.5996]]) -- Action chosen 1
2021-08-21 23:51:13,188 - agents.Base_Agent - INFO - Q values tensor([[18566.2012, 10713.9932]]) -- Action chosen 1
2021-08-21 23:51:13,205 - agents.Base_Agent - INFO - Q values tensor([[ 3041.0845, -5859.1191]]) -- Action chosen 0
2021-08-21 23:51:13,222 - agents.Base_Agent - INFO - Q values tensor([[-10428.2754, -18492.2852]]) -- Action chosen 0
2021-08-21 23:51:13,238 - agents.Base_Agent - INFO - Q values tensor([[-13897.6328, -22278.5645]]) -- Action chosen 1
2021-08-21 23:51:13,255 - agents.Base_Agent - INFO - Q values tensor([[-15565.6260, -25522.0078]]) -- Action chosen 0
2021-08-21 23:51:13,289 - agents.Base_Agent - INFO - Q values tensor([[-12155.9795, -21672.8672]]) -- Action chosen 0
2021-08-21 23:51:13,323 - agents.Base_Agent - INFO - Q values tensor([[ -8323.0234, -17401.7148]]) -- Action chosen 0
2021-08-21 23:51:13,356 - agents.Base_Agent - INFO - Q values tensor([[ -4463.7949, -13116.5918]]) -- Action chosen 1
2021-08-21 23:51:13,389 - agents.Base_Agent - INFO - Q values tensor([[ -6335.8887, -16671.3750]]) -- Action chosen 0
2021-08-21 23:51:13,422 - agents.Base_Agent - INFO - Q values tensor([[ -2271.7693, -12296.2393]]) -- Action chosen 1
2021-08-21 23:51:13,455 - agents.Base_Agent - INFO - Q values tensor([[ -3961.9724, -15759.6514]]) -- Action chosen 0
2021-08-21 23:51:13,472 - agents.Base_Agent - INFO - Q values tensor([[   342.9240, -11279.3350]]) -- Action chosen 1
2021-08-21 23:51:13,489 - agents.Base_Agent - INFO - Q values tensor([[ -1150.2382, -14658.3311]]) -- Action chosen 0
2021-08-21 23:51:13,506 - agents.Base_Agent - INFO - Q values tensor([[  3341.7581, -10061.6689]]) -- Action chosen 0
2021-08-21 23:51:13,538 - agents.Base_Agent - INFO - Q values tensor([[ 7841.2812, -5442.4048]]) -- Action chosen 0
2021-08-21 23:51:13,571 - agents.Base_Agent - INFO - Q values tensor([[11038.1895, -2066.5710]]) -- Action chosen 0
2021-08-21 23:51:13,605 - agents.Base_Agent - INFO - Q values tensor([[11869.5508,  -982.3367]]) -- Action chosen 1
2021-08-21 23:51:13,626 - agents.Base_Agent - INFO - Reseting game -- New start state [ 0.03073904  0.00145001 -0.03088818 -0.03131252]
2021-08-21 23:51:13,639 - agents.Base_Agent - INFO - Q values tensor([[158896.5938, 164124.3281]]) -- Action chosen 1
2021-08-21 23:51:13,672 - agents.Base_Agent - INFO - Q values tensor([[111289.1484, 108856.5547]]) -- Action chosen 0
2021-08-21 23:51:13,706 - agents.Base_Agent - INFO - Q values tensor([[111389.7500, 113395.9609]]) -- Action chosen 0
2021-08-21 23:51:13,739 - agents.Base_Agent - INFO - Q values tensor([[121891.0547, 129063.2188]]) -- Action chosen 0
2021-08-21 23:51:13,771 - agents.Base_Agent - INFO - Q values tensor([[145017.0000, 158264.4531]]) -- Action chosen 1
2021-08-21 23:51:13,788 - agents.Base_Agent - INFO - Q values tensor([[120790.6797, 128022.4688]]) -- Action chosen 0
2021-08-21 23:51:13,806 - agents.Base_Agent - INFO - Q values tensor([[148815.5781, 162469.2031]]) -- Action chosen 1
2021-08-21 23:51:13,823 - agents.Base_Agent - INFO - Q values tensor([[129274.9609, 137242.9062]]) -- Action chosen 1
2021-08-21 23:51:13,839 - agents.Base_Agent - INFO - Q values tensor([[ 99458.0938, 100999.2422]]) -- Action chosen 0
2021-08-21 23:51:13,856 - agents.Base_Agent - INFO - Q values tensor([[120038.1641, 127459.7500]]) -- Action chosen 0
2021-08-21 23:51:13,889 - agents.Base_Agent - INFO - Q values tensor([[153569.6406, 167800.5156]]) -- Action chosen 1
2021-08-21 23:51:13,922 - agents.Base_Agent - INFO - Q values tensor([[139551.9531, 148483.9688]]) -- Action chosen 0
2021-08-21 23:51:13,956 - agents.Base_Agent - INFO - Q values tensor([[178587.0938, 194710.9375]]) -- Action chosen 1
2021-08-21 23:51:13,989 - agents.Base_Agent - INFO - Q values tensor([[170505.4219, 181717.9062]]) -- Action chosen 0
2021-08-21 23:51:14,022 - agents.Base_Agent - INFO - Q values tensor([[215850.3281, 234646.6875]]) -- Action chosen 0
2021-08-21 23:51:14,056 - agents.Base_Agent - INFO - Q values tensor([[191949.2031, 214140.9375]]) -- Action chosen 0
2021-08-21 23:51:14,089 - agents.Base_Agent - INFO - Q values tensor([[110592.6562, 129003.2266]]) -- Action chosen 1
2021-08-21 23:51:14,122 - agents.Base_Agent - INFO - Q values tensor([[266024.5625, 293351.3438]]) -- Action chosen 0
2021-08-21 23:51:14,139 - agents.Base_Agent - INFO - Q values tensor([[164668.0938, 188420.5000]]) -- Action chosen 1
2021-08-21 23:51:14,156 - agents.Base_Agent - INFO - Q values tensor([[357134.7500, 390446.3750]]) -- Action chosen 0
2021-08-21 23:51:14,173 - agents.Base_Agent - INFO - Q values tensor([[233824.9844, 261825.8750]]) -- Action chosen 1
2021-08-21 23:51:14,190 - agents.Base_Agent - INFO - Q values tensor([[446952.7500, 485700.7812]]) -- Action chosen 1
2021-08-21 23:51:14,222 - agents.Base_Agent - INFO - Q values tensor([[651792.6875, 700666.6875]]) -- Action chosen 1
2021-08-21 23:51:14,255 - agents.Base_Agent - INFO - Q values tensor([[832327.1250, 889281.1250]]) -- Action chosen 0
2021-08-21 23:51:14,289 - agents.Base_Agent - INFO - Q values tensor([[744963.7500, 799228.1875]]) -- Action chosen 1
2021-08-21 23:51:14,322 - agents.Base_Agent - INFO - Q values tensor([[ 962035.1875, 1027102.3750]]) -- Action chosen 0
2021-08-21 23:51:14,355 - agents.Base_Agent - INFO - Q values tensor([[836516.3750, 895808.2500]]) -- Action chosen 1
2021-08-21 23:51:14,388 - agents.Base_Agent - INFO - Q values tensor([[1072040.1250, 1143260.7500]]) -- Action chosen 1
2021-08-21 23:51:14,405 - agents.Base_Agent - INFO - Q values tensor([[1308384., 1391532.]]) -- Action chosen 1
2021-08-21 23:51:14,421 - agents.Base_Agent - INFO - Q values tensor([[1543029.6250, 1637933.0000]]) -- Action chosen 1
2021-08-21 23:51:14,438 - agents.Base_Agent - INFO - Q values tensor([[1754480.8750, 1859184.0000]]) -- Action chosen 0
2021-08-21 23:51:14,455 - agents.Base_Agent - INFO - Q values tensor([[1654533.0000, 1755300.6250]]) -- Action chosen 0
2021-08-21 23:51:14,488 - agents.Base_Agent - INFO - Q values tensor([[1535736.3750, 1630864.3750]]) -- Action chosen 1
2021-08-21 23:51:14,521 - agents.Base_Agent - INFO - Q values tensor([[1790587.7500, 1898592.7500]]) -- Action chosen 0
2021-08-21 23:51:14,554 - agents.Base_Agent - INFO - Q values tensor([[1681511.5000, 1784398.6250]]) -- Action chosen 0
2021-08-21 23:51:14,588 - agents.Base_Agent - INFO - Q values tensor([[1582385.8750, 1680733.2500]]) -- Action chosen 0
